02014421	0401
02026833	0401,0458,041D,046C,0403,0425,0438,0423,0464
02026834	042A,04D9,04B4,0447,0423,0464
02026835	042A,04D9,04B4,040104,043B
02026836	042A,04D9,04B4,0489,0422,0422
02026837	042A,04D9,04B4,0472,0433,045B
02026838	042A,04D9,04B4,0498,0415,0415
02026839	042A,04D9,04B4,0463,0422,0458
0202683A	042A,04D9,04B4,04011E,0426
0202683B	042A,04D9,04B4,0422,0401,040E,04B9
0202683C	042A,04D9,04B4,0480,04D9
0202683D	040126,0423,042A,04D9,04B4
0202683E	04ED,042B,0404,042A,04D9,04B4
0202683F	042A,04D9,04B4,04F7,0476
02026840	042A,04D9,04B4,042E,0458,047A
02026841	042A,04D9,04B4,0447,0423,0447
02026842	042A,04D9,04B4,040105,0423
02026843	042A,04D9,04B4,040152
02026844	042A,04D9,04B4,04ED,047A
02026845	046B,0467,0436,04013C,04B4
02026846	042E,0458,0479,04013C,04B4
02026847	046A,04FB,04013C,04B4
02026848	0484,04AB,04013C,04B4
02026849	040151,04013C,04B4
0202684A	0447,0423,0447,04013C,04B4
0202684B	04013C,04B4,040105,0423
0202684C	044B,0419,0458,04013C,04B4
0202684D	0489,0422,0422,04013C,04B4
0202684E	046D,0411,0458,04013C,04B4
0202684F	046D,0474,0438,04013C,04B4
02026850	043B,043B,043B,043B,04013C,04B4
02026851	041C,0498,0411,04013C,04B4
02026852	042B,040125,04013C,04B4
02026853	042A,04E1,0405,04013C,04B4
02026854	041D,0447,0458,04013C,04B4
02026855	04AB,0436,043B,04013C,04B4
02026856	0480,04D9,04013C,04B4
02026857	04A9,040116,04013C,04B4
02026858	04013C,04B4,040156
02026859	04011E,0426,04013C,04B4
0202685A	040157,04013C,04B4
0202685B	04ED,042B,0404,04013C,04B4
0202685C	04013C,04B4,0498,0404,044D
0202685D	040147,04013C,04B4
0202685E	0422,0443,0458,04013C,04B4
0202685F	046A,04C4,0415,0415,0463,0422,0458
02026860	046A,04C4,0415,0415,04011E,0426
02026861	046A,048A,048A,040104,043B
02026862	04E5,0423,045C,0423,04012F
02026863	04011E,040142,0448,0452
02026864	04011D,04D9,044E,04D4
02026865	04011D,04D9,044E,042B,0458
02026866	04017C,04DD
02026867	04017D,0489
02026868	04017D,04A7
02026869	04017D,0422,0420
0202686A	0416,04D7,04D7,040156
0202686B	042E,0458,047A,040178
0202686C	0458,042A,0459,0415,0415,042A,04E1,0405
0202686D	04011E,0425,0425,0433,04A4,0458
0202686E	0447,040104,047F,047F,040100
0202686F	0476,0422,0422,0493,04015B
02026870	045A,04B4,04B4,0433,0458,0404,0458
02026871	045A,04010F,0401,0458,046C,0493
02026872	046A,040138,040138,0476
02026873	046A,042A,04D9,04B4,040126
02026874	0460,042E,0458,0458,04C9,04AF
02026875	0460,0498,0474,0438,044B,04C7
02026876	04B9,042E,0458,0458,04C9,04AF
02026877	04A0,046A,04C4,0415,0415,040125
02026878	04A0,040138,040138,0476
02026879	04A0,0422,0422,0493,04015B
0202687A	04A0,046B,04C9,0423,0458,0497
0202687B	042E,0429,041F,04011E,041B,0404,0401,0423
0202687C	0498,04017F
0202687D	0498,0487,0458,0456,0415,04B4
0202687E	0498,040149,040156
02026921	0489,04017F
02026922	0489,042E,04DE,0403,04B5,04AF
02026923	0489,0413,04ED,04ED,0497
02026924	0489,04010F,04D9,04DD
02026925	0489,0495,04FA,04013A
02026926	045A,0404,04EA,04F7,0411,0489
02026927	0489,0481,0458,0458,0458,0458
02026928	0489,042A,04D9,04B4,04ED
02026929	04C7,042E,0458,0458,04C9,04AF
0202692A	04C7,040125,04D9,0488,0423
0202692B	04C7,04B4,04B4,0433,0458,0404,0458
0202692C	04C7,04012B,04D9,0488,0423
0202692D	04C7,040138,040138,0476
0202692E	04C7,04DE,0413,04B4,04B4,0439
0202692F	04C7,04A8,040129,0452
02026930	04C7,0422,0422,0493,04015B
02026931	04C7,041F,04C6,04A1,04012C
02026932	04C7,042A,0458,0415,0415,042A,04E1,0405
02026933	04C7,0422,0401,0458,0458,0458,04E4
02026934	041F,04C6,04A1,04F0,04C7
02026935	04C7,040149,0489,04D7
02026936	04C7,0411,0493,04D9,0488,0423
02026937	04C7,0495,046A,04C4,041B,04B4
02026938	04C7,040150,04F0,04C7
02026939	04B4,040150,042A,04011E
0202693A	04B4,040180
0202693B	040156,040156,0497
0202693C	048E,042E,0458,0458,04C9,04AF
0202693D	048E,0471,0401,0423,045C,0425,0425,0425,0425
0202693E	04011E,041E,0401,045F,0433,0481,0405
0202693F	04F0,046A,04C4,0415,0415,04B4
02026940	04F0,04F0,047F,047F,0489
02026941	0448,04DE,040138,04FF
02026942	047F,0447,046C,0411,04A1,04DD
02026943	04D7,046A,0487,0401,04D9,0423
02026944	04D7,042A,041E,0422,04D7,04A1
02026945	04D7,04011D,046B,0423,042E,0429
02026946	04D7,04D7,040156,043B
02026947	041F,044B,04DE,043D,040116,0415,0415
02026948	04D1,040106,043B,040138
02026949	04D1,0496,04DE,0493,0422
0202694A	04D1,04D9,04D9,04D9
0202694B	04D9,04D9,04D9,04D1
0202694C	04D1,0495,040116,043B,04CB
0202694D	04D1,04A7,04A7,040138
0202694E	04CB,0413,0495,04015E
0202694F	04ED,046A,04C4,0415,0415,04B4
02026950	04ED,046A,0487,0401,04D9,0423
02026951	04ED,042A,04D9,04B4,0498
02026952	04F7,0498,0411,0463,0450,0463
02026953	04011C,0448,0458,0433,04010C
02026954	04011C,040107,0447,04D4
02026955	04011C,04012B,040156
02026956	04011C,042E,0458,0433,040133
02026957	04011C,04011E,041B,0404,0401,0423
02026958	040125,040106,041F,0401,04DD
02026959	04012C,040149,04010A
0202695A	04012C,049C,0401,04EA,04B6
0202695B	04012C,04017B
0202695C	04012C,0422,04E5,046C,0483
0202695D	040126,040149,04010A
0202695E	0448,040E,0449,0401,0458,0452,04012B
0202695F	040104,046B,04B9,04DD,0419
02026960	040116,040149,040156
02026961	040116,0487,0458,0456,0415,04B4
02026962	04011F,0495,0433,0401,040133
02026963	04011F,04017C
02026964	0495,04017F
02026965	0495,040149,040156
02026966	0495,0481,0458,0458,0458,0458
02026967	0495,040131,0439,040138
02026968	0495,040105,0423,040D,0454,040116
02026969	0495,04A0,04DE,0447,046C,0411
0202696A	0495,0413,04ED,04ED,0497
0202696B	0495,040178,04A7
0202696C	0495,04DE,0433,0422,0472,0433,043B
0202696D	0495,0460,042A,04D9,044B,0410,0408
0202696E	0495,0460,04011B,0436,04CB
0202696F	0495,04F7,0489,040137
02026970	040112,046B,0401,0457,040138
02026971	040112,04017C
02026972	040112,04B4,04B4,0433,0489
02026973	040112,04012B,040156
02026974	040112,0495,0433,0401,040133
02026975	040112,0496,040156,043B
02026976	040123,04011D,04D9,044E
02026977	040123,040149,04010A
02026978	040137,0460,045A,0401,0426,04A1
02026979	04011E,0425,0425,0433,042A,041D,0447
0202697A	04013F,042E,0459,0458,0498,0401
0202697B	04013F,0495,0498,042B,0422,040D
0202697C	04013F,040179
0202697D	04013F,040111,0413,0410,0478
0202697E	04013F,0422,0401,0458,0422,0458,0422
02026A21	04F0,042E,0429,04A1,04013F
02026A22	04013F,046A,04016B
02026A23	04013F,04011E,0447,0427,043B
02026A24	0447,0497,0458,0458,0458,0489
02026A25	0458,0497,04010F,040133
02026A26	0458,0497,04F0,042E,0429,04A1
02026A27	046D,0458,04F7,0411,0458,0497
02026A28	04012E,040126,040139
02026A29	04012E,0447,0422,0422,0459,0458
02026A2A	04012E,04D5,0401,0458,04B9
02026A2B	04012E,0495,0498,042B,0422,040D
02026A2C	04012E,04DE,0401,0458,04AF
02026A2D	04012E,0438,0427,043B,04012E
02026A2E	0463,04D9,047B,04C7,04B6
02026A2F	040149,0458,0458,0458,047C
02026A30	042A,0459,0415,0415,042A,04E1,0405,047C
02026A31	040132,04F7,0498,04B9
02026A32	040132,04010F,040133
02026A33	040132,040111,0413,0410,0478
02026A34	040132,04DE,0447,046C,0411
02026A35	040158,04C7,0498,0401,04B1
02026A36	040158,042E,0458,047A,04A1
02026A37	040158,040125,0467,0450
02026A38	040158,046C,04E5,0498
02026A39	040158,0431,040132,0452
02026A3A	040158,040107,0498,0411
02026A3B	040158,0488,040116,04A1
02026A3C	040158,0492,0492,0498
02026A3D	040158,044B,0431,0498,0479
02026A3E	040158,04FD,040138
02026A3F	040158,040101,0401,0458,046C
02026A40	040158,040102,041D,0423,0458
02026A41	040158,0495,0401,0495,0445
02026A42	040158,049C,0401,040138
02026A43	040158,04E5,046C,0483
02026A44	040158,04013D,04D9
02026A45	040158,040156,04B4
02026A46	040158,047F,047F,0493,0422
02026A47	040158,04B4,04B4,0433,043A
02026A48	040158,040101,0471,0427,043B
02026A49	040158,046F,046F,0488,0423
02026A4A	040158,040146,04B9
02026A4B	040158,0411,044A,040138
02026A4C	040158,047C,0498,0401,04B1
02026A4D	040158,0479,0433,0458,0489
02026A4E	040158,04011C,040109
02026A4F	040158,042A,049D,040122
02026A50	040158,040156,0489
02026A51	040158,04012C,0448,0458
02026A52	047C,0431,040133,040158
02026A53	040150,040144,04A1
02026A54	040150,049C,0401,040138
02026A55	040150,0422,0401,0458,04012B
02026A56	040149,04C7,040105,0423,040D
02026A57	040149,040101,0401,0458,046C
02026A58	04015C,042E,0458,047A,047C
02026A59	04015C,040173
02026A5A	0422,0401,040E,040132,04F7,0498
02026A5B	0448,04C3,0427,043B,04F7,0498
02026A5C	040107,04CB,0401,0404,040138
02026A5D	0487,045C,0424,0424,0401,0404,040138
02026A5E	04D5,041C,0401,0479,0401,0404,040138
02026A5F	04012B,0422,0461,0401,0404,040138
02026A60	04012B,04F0,0428,0401,040112
02026A61	0428,0401,040112,04012B,0422,0461
02026A62	040162,0448,0433,0401,0458,046C
02026A63	040162,0448,0458,046C,0458
02026A64	040162,0411,044A,040138
02026A65	040162,046F,046F,0488,0423
02026A66	040162,049C,0401,040138
02026A67	040162,0479,0433,0458,0489
02026A68	040167,0495,0498,0411
02026A69	040167,0498,046B,0476
02026A6A	040167,04A8,047F,044B
02026A6B	040167,04ED,0456,0415
02026A6C	040167,04011E,0403,043B
02026A6D	040167,042B,0474,042B,0474
02026A6E	040167,04016A
02026A6F	040167,042C,0405,0439,04D9
02026A70	040167,04A9,04012B
02026A71	047C,0497,0457,040167
02026A72	040115,040116,042E,0458,041D,0458
02026A73	040115,040116,040126,0404,0449
02026A74	040115,040116,04012F,0452
02026A75	040143,0461,0485,0415,0498
02026A76	040143,0461,0411,040110,0423
02026A77	040143,0461,04016B
02026A78	042A,04D9,04B4,0417,0498,0476
02026A79	042A,04D9,04B4,04CD,0489
02026A7A	042A,04D9,04B4,0498,0401,0497
02026A7B	042A,04D9,04B4,04015E
02026A7C	042A,04D9,04B4,041F,0498,0464
02026A7D	042A,04D9,04B4,0422,0435,041F,044B
02026A7E	040129,0492,042A,04D9,04B4
02026B21	042A,04D9,04B4,040102,0489
02026B22	042A,04D9,04B4,040128,0477
02026B23	042A,04D9,04B4,04C8,0498
02026B24	042A,04D9,04B4,0411,0458,040116
02026B25	042A,04D9,04B4,04D5,0401,0458
02026B26	042A,04D9,04B4,04F0,0481
02026B27	046B,0423,048E,04013C,04B4
02026B28	042E,0431,0433,045B,04013C,04B4
02026B29	0433,04012E,04013C,04B4
02026B2A	0401,0458,04D9,04013C,04B4
02026B2B	040131,043A,04013C,04B4
02026B2C	0411,0458,040116,04013C,04B4
02026B2D	048A,0405,04B6,04013C,04B4
02026B2E	0415,0415,04F0,04013C,04B4
02026B2F	0417,0498,0476,04013C,04B4
02026B30	040102,0489,04013C,04B4
02026B31	0495,040102,04013C,04B4
02026B32	04D7,048E,04013C,04B4
02026B33	0498,0401,0497,04013C,04B4
02026B34	0498,042B,0422,040D,04013C,04B4
02026B35	0458,0458,0401,041A,04013C,04B4
02026B36	04A8,0401,0414,043B,04013C,04B4
02026B37	047B,040122,04013C,04B4
02026B38	0421,0411,04D7,04013C,04B4
02026B39	04A9,04E4,04013C,04B4
02026B3A	046C,047F,047F,04013C,04B4
02026B3B	040102,04A1,04013C,04B4
02026B3C	04ED,04B4,04013C,04B4
02026B3D	0411,0458,040116,04013C,04B4
02026B3E	0495,04E0,04013C,04B4
02026B3F	046A,04C4,0415,0415,04D5,0401,0458
02026B40	046A,04C4,0415,0415,0471,040104
02026B41	046A,04C4,0415,0415,04FC,0434,043B
02026B42	04017A,042E,0458,0479
02026B43	04017A,044B,04E6
02026B44	04ED,042B,0404,04017A
02026B45	04017A,046B,0467,0436
02026B46	04011E,040142,040138
02026B47	04011E,040142,0404,0447,0477
02026B48	04017D,04CD
02026B49	04017D,0439,0458
02026B4A	04017D,0458,0423
02026B4B	04017D,043D,0458
02026B4C	04017D,042B,046F
02026B4D	04017F,0401,044B
02026B4E	0422,04016E,040156
02026B4F	0422,04A4,0426,04A4,0426,040138
02026B50	046A,048A,048A,040152,0439
02026B51	04A4,0426,04A4,0426,040138,0439
02026B52	0458,042E,0422,0422,0489,040156
02026B53	0458,0448,042E,0429,04A1,040138
02026B54	0458,0496,0458,0458,040156
02026B55	0476,0435,040156,041D,0423,0458
02026B56	0476,040156,040156,043B
02026B57	045A,0404,04EA,0497,0472,0433,045B
02026B58	045A,0496,0458,0458,040156
02026B59	046A,0480,0458,04C2,040156
02026B5A	04B9,0496,0458,0458,040156
02026B5B	04A0,046B,0423,04011E,040142
02026B5C	0489,0495,04C7,04012F,0452
02026B5D	0489,0422,0422,0493,04015B
02026B5E	0489,042A,0459,0415,0415,042A,04E1,0405
02026B5F	0489,04011E,041B,0404,0401,0423,0445
02026B60	0489,042E,0458,0458,04C9,04AF
02026B61	04C7,045A,04A5,04A5,0401,0458,046C
02026B62	04C7,040104,040104,040104
02026B63	04C7,0492,0492,0401,0458,041D,046C,0403
02026B64	04C7,04D7,04D7,040156
02026B65	04C7,0480,0458,04C2,040156
02026B66	04C7,04D9,04D9,04D9,0447
02026B67	04C7,0495,040106,041F,0401,04DD
02026B68	04B4,04A8,04DE,040129,0452
02026B69	04B4,0422,0401,0458,0458,0458,04E4
02026B6A	04B4,042E,0458,0458,04C9,04AF
02026B6B	048E,0496,0458,0458,040156
02026B6C	04010F,0401,0458,041D,046C,0403,04D4
02026B6D	04F6,04ED,0484,040138
02026B6E	04D7,040149,040156
02026B6F	04D1,040149,040156
02026B70	04017F,04D1
02026B71	04D1,04B4,04B4,0433,04012C
02026B72	04011C,040173,04A1
02026B73	04011C,04C7,04013D,04D9
02026B74	040125,0413,0495,04015E
02026B75	04012C,046A,0487,0401,04D9,0423
02026B76	040125,04012C,0401,0404,040138
02026B77	04012C,0448,0458,0401,0404,040138
02026B78	04012C,04014B,04B9,0464
02026B79	04012C,04017A,0447
02026B7A	04D9,04D9,04D9,04012C
02026B7B	04D9,04D9,04D9,040117
02026B7C	040126,046A,04C4,040E,04B9,0464
02026B7D	040118,04014B,04B9,0464
02026B7E	042E,040D,0458,040116,04014D,0469
02026C21	0495,042E,0458,0458,04C9,04AF
02026C22	0495,046A,04C4,0415,0415,040125
02026C23	0495,040149,0458,0458,0458
02026C24	0495,047C,04A8,0449,0472,04B9
02026C25	0495,0487,0401,04D9,0423,042E,0447
02026C26	0495,04015C,042B,040125
02026C27	0495,0417,041F,044B,0427,043B,04012B
02026C28	0495,04010F,040133,04B6
02026C29	0495,04DE,0413,04B4,04B4,0439
02026C2A	0495,040138,040138,0476
02026C2B	0495,04C0,0447,0422,0422,0459,0458
02026C2C	0495,041F,04C6,04A1,04012C
02026C2D	0495,0422,0401,0458,0422,0458,0422,04A1
02026C2E	0495,0422,0401,0458,0458,0458,04E4
02026C2F	040112,04013F,0485,0498
02026C30	040112,04D9,04D9,04D9
02026C31	040112,0496,04DE,0493,0422
02026C32	04015D,040112,040112
02026C33	0431,040132,040112,040112
02026C34	0489,0425,0425,0489,044B,040112
02026C35	04013E,0439,040112,040112
02026C36	0404,04DD,0496,04DE,0493,0422
02026C37	040123,0448,0458,0401,0404,040138
02026C38	040123,0448,04DE,040138
02026C39	040123,0498,0488,0423,04C7
02026C3A	040123,044B,0401,04F0,0401,04F0
02026C3B	0415,041F,044B,043E,040E,0497,042A,041D,0447
02026C3C	04013F,042E,0458,0433,040133
02026C3D	04013F,0448,040E,0449,0401,0458,0452
02026C3E	04013F,0439,0405,0439,0405,0497,0497
02026C3F	04013F,0415,041F,044B,043E,040E,0497
02026C40	040138,040138,04013F
02026C41	040138,04BB,0401,04B4,04DD
02026C42	040138,040138,040138
02026C43	0447,0497,04012B,040156
02026C44	0458,0497,0401,0423,045C,0425,0425,0425,0425
02026C45	0458,0497,040153,0467,0450
02026C46	04012E,040106,041F,0401,04DD
02026C47	04012E,04E5,046C,0447,0452
02026C48	04011E,041B,0404,0401,0423,04012E
02026C49	045A,04A5,04A5,0401,0458,046C,047C
02026C4A	0496,0458,0458,040156,047C
02026C4B	0435,040156,041D,0423,0458,047C
02026C4C	040132,040149,04010A
02026C4D	040158,04F7,0498,04B9
02026C4E	040158,04010F,040133
02026C4F	040158,04DE,0401,0458,04AF
02026C50	040158,0431,040133,04B6
02026C51	040158,0447,040126,04B6
02026C52	040158,0458,0458,0458,0489
02026C53	040158,040115,0458,04B6
02026C54	040158,04010F,049B,043A
02026C55	040158,0495,04CD,0489
02026C56	040158,0497,04D5,0401,0457
02026C57	040158,04A8,0433,04B9,0464
02026C58	040158,0422,0401,0458,0422,0458,0422
02026C59	040150,0447,040126,04B6
02026C5A	040150,04DE,0401,0458,04AF
02026C5B	040150,0479,0433,0458,04D9
02026C5C	040149,0458,040104,0493
02026C5D	040149,0460,0435,0401,0426,04A1
02026C5E	04015C,047F,047F,0493,0422
02026C5F	0473,0458,0450,0495,0401,0495,0445
02026C60	0447,0447,0447,0401,0426,0401,0404,040138
02026C61	0428,0401,040112,044B,0431,0498,0479
02026C62	048E,048E,048E,0428,0401,040112
02026C63	0428,0401,040112,042C,0405,0439,04D9
02026C64	040162,042E,0459,0458,0498,0401
02026C65	040162,0497,04D5,0401,0457
02026C66	040167,04016D
02026C67	040167,04012B,04F0
02026C68	040167,040172
02026C69	040167,0404,0459,0462,04B9
02026C6A	040167,043D,043D,043D,0422,0461
02026C6B	0448,042E,0429,04A1,040167
02026C6C	0447,046C,0411,0468,040167
02026C6D	040167,04F7,0498,0411
02026C6E	040115,040116,046A,048A,048A
02026C6F	040143,0461,0495,0498,044B
02026C70	040143,0461,0487,045C,0424,0424
02026C71	040143,0461,049A,04DE,043B
02026C72	040143,0461,043D,043D,043D,0422,0461
02026C73	0401,0458,041D,046C,0403,041F,0498,0401,04B1
02026C74	04016A,040107,04CB
02026C75	042A,04D9,04B4,046B,0423,0422,0458
02026C76	042A,04D9,04B4,042E,0458,041D,0458
02026C77	042A,04D9,04B4,04016B
02026C78	042A,04D9,04B4,04010F,04B3
02026C79	042A,04D9,04B4,0498,0448,0452
02026C7A	042A,04D9,04B4,049A,04012B
02026C7B	042A,04D9,04B4,040116,040117
02026C7C	042A,04D9,04B4,0404,04EA,0401,045B
02026C7D	042A,04D9,04B4,042C,0405,0439,04D9
02026C7E	046B,0484,0458,04013C,04B4
02026D21	046A,04BB,0458,04013C,04B4
02026D22	04016B,04013C,04B4
02026D23	046C,0423,04DD,04013C,04B4
02026D24	0448,0433,0401,04013C,04B4,0427,043B
02026D25	0401,0458,041D,046C,0403,04013C,04B4
02026D26	0411,040110,0423,04013C,04B4
02026D27	0411,0498,0411,0422,04013C,04B4
02026D28	040107,0489,04013C,04B4
02026D29	0498,046B,0476,04013C,04B4
02026D2A	040115,040116,04013C,04B4
02026D2B	042B,0474,042B,0474,04013C,04B4
02026D2C	04F0,044B,0411,04013C,04B4
02026D2D	042C,0405,0439,04D9,04013C,04B4
02026D2E	0422,04B5,040116,04013C,04B4
02026D2F	0422,0401,04BC,0458,04013C,04B4
02026D30	04013C,04B4,0421,04010F,0426
02026D31	046B,04C9,0423,04013C,04B4
02026D32	04012C,042E,0429,04013C,04B4
02026D33	04013C,04B4,040167
02026D34	04013C,04B4,0404,04EA,0401,045B
02026D35	04011D,0489,04013C,04B4
02026D36	0423,043D,04012B,04013C,04B4
02026D37	041C,0459,040121,040126,0404,0449
02026D38	046A,04C4,0415,0415,040107,0489
02026D39	04017A,040107,0447
02026D3A	04017A,040105,0423,040D
02026D3B	04017A,0422,0401,0458,044D
02026D3C	0448,0458,046C,0411,043B,0463,0422,0458
02026D3D	0448,0458,046C,0411,043B,04013A,0401
02026D3E	0448,0458,046C,0411,043B,040143
02026D3F	04011E,040142,0484,04AB
02026D40	04017C,040138
02026D41	04017D,040113
02026D42	0431,0483,04017D
02026D43	04017F,04CB
02026D44	042E,04011E,041E,0401,0412,0433,04D8
02026D45	0458,0495,04015E,040112
02026D46	040178,046D,0488,0478
02026D47	0458,04A4,0426,04A4,0426,040138
02026D48	04013F,04012C,04012C,044B
02026D49	0476,04014A,046A,04C4,0415,0415
02026D4A	04013F,04012C,04012C,0476
02026D4B	045A,0495,0404,04EA,04F7,0411,0476
02026D4C	045A,04A4,0426,04A4,0426,040138
02026D4D	046A,04014A,046A,04C4,0415,0415
02026D4E	04A0,04B3,0438,04E7,040156
02026D4F	04A0,046A,048A,048A,040152
02026D50	04A0,04014A,046A,04C4,0415,0415
02026D51	04A0,04A4,0426,04A4,0426,040138
02026D52	0489,04D7,04D7,040156
02026D53	0489,0435,040156,041D,0423,0458
02026D54	0489,04E5,046C,0411,040104,043B
02026D55	04D7,04D7,040156,04A2
02026D56	04C7,04B3,0438,04E7,040156
02026D57	04C7,046A,048A,048A,040152
02026D58	04C7,040112,042E,0459,0458,0498,0401
02026D59	04C7,04A4,0426,04A4,0426,040138
02026D5A	04B4,040112,040112,040112
02026D5B	04B4,0496,0458,0458,040156
02026D5C	04ED,0476,04016A,0497
02026D5D	048E,0401,04011D,0497,046F,0423,0464
02026D5E	0481,0496,0458,0458,040156
02026D5F	0471,0401,0423,045C,0425,0425,0425,0425,0481,0405
02026D60	0481,0448,040E,0449,0401,0458,0452,04B4
02026D61	0481,045A,040156,041D,0423,0458
02026D62	04F6,040138,040138,0476
02026D63	04F0,04A8,04DE,040129,0452
02026D64	04D1,040149,0489,04D7
02026D65	04CB,0422,0401,0458,0458,0458,04E4
02026D66	04ED,042E,0458,0458,04C9,04AF
02026D67	04ED,04A8,040129,0452
02026D68	04011C,040149,040156
02026D69	04011C,04A0,04DE,0447,046C,0411
02026D6A	04011C,040158,047B,04C7
02026D6B	04011C,040158,0493,0493
02026D6C	04011C,04010F,04D9,04DD
02026D6D	0424,040125,04012B,040156
02026D6E	045A,0404,04EA,04F7,0411,040125
02026D6F	04012C,04010F,04D9,04DD
02026D70	040117,04010F,04D9,04DD
02026D71	04DE,04015C,044B,0419,0458
02026D72	040116,04D7,04D7,040156
02026D73	04011F,04010F,04D9,04DD
02026D74	0495,045A,04A5,04A5,0401,0458,046C
02026D75	0495,040104,042E,0431,0493,0498
02026D76	0495,0487,0401,04D9,0423,0447,0447
02026D77	0495,0404,04EA,0497,0472,0433,045B
02026D78	0495,04D9,04D9,04D9,0447
02026D79	0495,04ED,0476,04016A
02026D7A	040112,04017F
02026D7B	040112,0495,04FA,04013A
02026D7C	040112,04010F,04D9,04DD
02026D7D	04017F,040112
02026D7E	0435,0404,04EA,04F7,0411,040112
02026E21	040123,04017F
02026E22	0448,04DE,040138,040137
02026E23	046B,04013D,04D9,040137
02026E24	042A,041D,0447,04F0,047F,047F,0489
02026E25	04013F,046C,04AB,0439,04012B
02026E26	04013F,04D9,04D9,04D9
02026E27	04013F,042A,041E,0422,04D7,04A1
02026E28	0460,0473,0458,0450,0410,0408,04013F
02026E29	04013F,046B,04013D,04D9
02026E2A	04013F,04A5,04A5,0472,04B9
02026E2B	0466,0405,0436,0405,0448,04DE,040138
02026E2C	0458,0497,046A,0448,0458,046C,0452
02026E2D	0458,0497,046A,040135,0423,0447
02026E2E	0458,0497,040107,044B,0436,04B6
02026E2F	0458,0497,04F0,047F,047F,0489
02026E30	0458,0497,0480,0459,0422,040142
02026E31	0458,0497,047F,047F,0401,047F,047F,0401,0403
02026E32	0460,0473,0458,0450,0410,0408,0458,0497
02026E33	04012E,04D9,04D9,04D9
02026E34	04012E,04F0,047F,047F,0489
02026E35	04A4,0426,04A4,0426,040138,047C
02026E36	040158,046B,0401,0457,040138
02026E37	040158,040149,04010A
02026E38	040158,0496,040156,043B
02026E39	04012E,0401,0480,0449,040158
02026E3A	040158,046B,04B9,04DD,0419
02026E3B	040158,04017C
02026E3C	040158,04B4,04B4,0433,0489
02026E3D	040158,0401,0423,045C,0425,0425,0425,0425
02026E3E	040158,0495,0447,043D,04DD
02026E3F	040158,04E5,046C,0447,0452
02026E40	040149,040102,04A1,04D7
02026E41	0473,0458,0450,04DE,042B,040112
02026E42	0497,04D5,0401,0457,0401,0404,040138
02026E43	0422,0401,0458,0422,0458,0422,0401,0404,040138
02026E44	0428,0401,040112,0481,0481,04F8
02026E45	042E,047D,040156,040162
02026E46	040162,0495,0433,0401,040133
02026E47	040167,040125,0467,0450
02026E48	040167,0431,049D,0431,0498
02026E49	040167,040107,0498,0411
02026E4A	040167,04FA,04013A
02026E4B	040167,046D,047A,047A,047A
02026E4C	040167,040102,041D,0423,0458
02026E4D	040167,0495,0401,0495,0445
02026E4E	040167,04010F,040114
02026E4F	040167,040178
02026E50	040167,042E,0458,047A,04A1
02026E51	040115,040116,0447,0447,0447,0401,0426
02026E52	040143,0461,0431,049D,0431,0498
02026E53	040168,040144,04A1
02026E54	0471,040125,0471,0401,0458,041D,046C,0403
02026E55	04016A,04010F,040114
02026E56	04016A,047F,047F,0493,0422
02026E57	042A,04D9,04B4,04F7,0498,0411
02026E58	042A,04D9,04B4,040149,0472
02026E59	042A,04D9,04B4,0484,040138
02026E5A	042A,04D9,04B4,040146,0452
02026E5B	042A,04D9,04B4,040106,043B,0447
02026E5C	042A,04D9,04B4,04015C,043A
02026E5D	042A,04D9,04B4,040133,04B6
02026E5E	042A,04D9,04B4,04012B,04F0
02026E5F	042A,04D9,04B4,0422,0403,04A1,0489
02026E60	0460,042A,04D9,04B4,0435,0401,04A1
02026E61	0448,042E,0429,04A1,042A,04D9,04B4
02026E62	042A,04D9,04B4,040170
02026E63	042A,04D9,04B4,040116,043B,04CB
02026E64	040174,04013C,04B4
02026E65	040146,0452,04013C,04B4
02026E66	044B,0425,0425,0425,0425,04013C,04B4
02026E67	04012B,0422,0461,04013C,04B4
02026E68	0495,0422,0401,0489,04013C,04B4
02026E69	0498,0413,0410,0478,04013C,04B4
02026E6A	040173,04013C,04B4
02026E6B	04011C,04F7,04013C,04B4
02026E6C	042E,0429,041F,041F,044B,04013C,04B4
02026E6D	040141,04A1,04013C,04B4
02026E6E	0447,046C,0411,0468,04013C,04B4
02026E6F	040131,04A1,04013C,04B4
02026E70	0417,041F,044B,0427,043B,04013C,04B4
02026E71	046D,0485,0498,04013C,04B4
02026E72	0458,040156,04013C,04B4
02026E73	040172,04013C,04B4
02026E74	0411,0422,0422,0422,0464,04B3,0438,04E7
02026E75	04017A,0411,040110,0423
02026E76	04011E,040142,046B,0423,048E
02026E77	04011E,040142,04D7,048E
02026E78	04011E,040142,0433,04012E
02026E79	04011D,04D9,044E,040159
02026E7A	04017D,0459,0489
02026E7B	0422,0401,0458,04017F
02026E7C	0422,0401,0458,0458,04E4,04ED
02026E7D	0422,04D9,04D9,04D9,04012C
02026E7E	047B,040122,040112,040112,0439
02026F21	04D9,04D9,04D9,04D9,0447
02026F22	0447,0458,0458,0413,040144,04A1
02026F23	044B,0485,0498,040178
02026F24	0476,0458,0458,0413,040144,04A1
02026F25	0435,04010F,0401,0458,041D,046C,0403,048E
02026F26	046A,040157,040112,040112
02026F27	0471,04D7,04D7,040156,043B
